"DitchReservoirCompanyName","OWF_ID","OWF_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","DARCAMember","EntityStartDate","EntityStartDate_Flag","EntityEndDate","EntityEndDate_Flag","Ditch_WDID_CSV","Ditch_WDID_CSV_Flag","Reservoir_WDID_CSV","Reservoir_WDID_CSV_Flag","Latitude","Longitude","Lat_Long_Flag","Municipality","Municipality_Flag","IBCC_Basin","IBCC_Basin_Flag","Website","Website_Flag","Comment"
James Ditch Company,JamesDC,G,19871001049,G,N,1874-10-12,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
"James Ditch Minority Shareholders Association, LLC",JamesDitchMinoritySA,G,20091223531,G,N,2009-04-21,G,,N,,x,,x,40.160371,-105.183496,G2,Longmont,G,South Platte,G1,,x,
Jaroso Mutual Ditch Company,,x,19871126083,G,Y,1954-06-21,G,,N,,x,,x,,,x,,x,,x,,x,
Jebe Reservoir And Irrigation Company,JebeRIC,G,19871343559,G,N,1978-03-17,G,2004-09-23,G,,x,,x,40.417583,-104.761388,G2,Greeley,G,South Platte,G1,,x,
Jefferson Lake Ditch Company,,x,19871009728,G,N,1889-07-22,G,,N,,x,,x,,,x,,x,,x,,x,
Jesse Ditch Co.,,x,20011023677,G,N,2001-02-01,G,,N,,x,,x,38.808847,-107.744460,G2,Hotchkiss,G,Gunnison,G1,,x,
Jim Eglin Ditch Co,JimEglinDC,G,20151842280,G,N,2015-12-31,G,,N,,x,,x,40.278649,-105.087495,G2,Berthoud,G,South Platte,G1,,x,
Joe Freed Ditch And Reservoir Company,,x,19871057899,G,N,1913-03-31,G,,N,,x,,x,37.167711,-108.145270,G2,Hesperus,G,Southwest,G1,,x,
Johnson And Edwards Ditch Company,JohnsonEdwardsDC,G,19871379505,G,N,1979-08-10,G,,N,,x,,x,39.677688,-105.125944,G2,Lakewood,G,Metro,G1,,x,
Johnson Ditch Company,,x,19871050472,G,N,1909-10-19,G,,N,,x,,x,,,x,,x,,x,,x,
Johnson Mutual Ditch Company,JohnsonMutualDC,G,19991011833,G,N,1999-01-21,G,,N,,x,,x,39.596475,-105.065830,G2,Littleton,G,Metro,G1,,x,
Johnson-Wolverton Ditch Company,,x,19871496149,G,N,1982-11-01,G,,N,,x,,x,39.576302,-107.441948,G2,Glenwood Springs,G,Colorado,G1,,x,
Jones And Donnelly Ditch Company,JonesDonnellyDC,G,19871254009,G,N,1973-02-15,G,,N,,x,,x,40.163019,-105.105514,G2,Longmont,G,South Platte,G1,,x,
Jones Lateral Ditch Company,,x,19871030722,G,N,1900-06-15,G,,N,,x,,x,,,x,,x,,x,,x,
"Jones, Hinman, Redmond Ditch Company",,x,20031229502,G,N,2003-07-16,G,2015-03-05,G,,x,,x,40.167536,-107.010310,G2,Yampa,G,Yampa,G1,,x,
Joseph W. Bowles Reservoir Company,JosephWBowlesRC,G,19871043169,G,N,1906-08-18,G,,N,,x,,x,39.661495,-105.352535,G2,Evergreen,G,Metro,,,x,
Josh Ames Irrigation Ditch Company,,x,19871028638,G,N,1899-08-01,G,,N,,x,,x,,,x,,x,,x,,x,
Juniata Ditch Company,,x,19871059785,G,N,1914-06-22,G,,N,,x,,x,,,x,,x,,x,,x,
Juniata Reservoir Company,,x,19871103140,G,N,1938-04-29,G,,N,,x,,x,,,x,,x,,x,,x,
Kalcevic Mutual Reservoir Association,,x,19871085248,G,N,1917-05-31,G,,N,,x,,x,,,x,,x,,x,,x,
Kannah Creek Extension Ditch #2,,x,19901080395,G,N,1990-08-09,G,,N,,x,,x,39.058586,-108.555516,G2,Grand Junction,G,Colorado,G1,,x,
Kannah Creek Highline Ditch Company,,x,19871046907,G,N,1908-04-06,G,,N,,x,,x,,,x,,x,,x,,x,
Kawanee Gardens Irrigation Company,KawaneeGardensIC,G,19871037932,G,N,1928-05-22,G,,N,,x,,x,39.753832,-105.102389,G2,Lakewood,G,Metro,G1,,x,
Kayser Mutual Ditch Company,,x,19871036527,G,N,1903-04-06,G,,N,,x,,x,39.917211,-106.724065,G2,Mc Coy,G,Colorado,G1,,x,
Kelton Heights Lateral Ditch Association,KeltonHeightsLDA,G,20161165763,G,N,2016-03-03,G,,N,,x,,x,39.698356,-105.060452,G2,Lakewood,G,Metro,G1,,x,
Kelton Heights Lateral Ditch Company,,x,19871099909,G,N,1935-11-25,G,,N,,x,,x,,,x,,x,,x,,x,
Kern Reservoir And Ditch Company,KernRDC,G,20021166398,G,N,2002-06-18,G,,N,,x,,x,40.477995,-104.901063,G2,Windsor,G,South Platte,G1,,x,
Kershaw Ditch Company,KershawDC,G,19871040279,G,N,1905-03-27,G,,N,,x,,x,39.862276,-105.048549,G2,Westminstser,G,Metro,G1,,x,
Kester Ditch Company,,x,20001102054,G,N,2000-05-19,G,,N,,x,,x,39.368658,-107.031414,G2,Basalt,G,Colorado,G1,,x,
"Kiggins And Salisbury Ditch, Inc.",,x,19871121001,G,N,1951-12-10,G,,N,,x,,x,39.212292,-107.895182,G2,Colbran,G,Colorado,G1,,x,
King Consolidated Ditch Company,,x,19871032536,G,N,1901-04-27,G,,N,,x,,x,37.177362,-107.725111,G2,Ignacio,G,Southwest,G1,,x,
King Ditch #6 Mesa Creek Ditch,,x,19901082330,G,N,1990-08-20,G,,N,,x,,x,39.070582,-108.569144,G2,Grand Junction,G,Colorado,G1,,x,
Kirtz Ditch Company,,x,19871108644,G,N,1944-06-16,G,,N,,x,,x,,,x,,x,,x,,x,
Kitchell Reservoir Company,KitchellRC,G,19871081576,G,N,1915-09-27,G,,N,,x,,x,40.575180,-104.984519,G2,Fort Collins,G,South Platte,,,x,
Kx4 Ditch Company,,x,19971006740,G,N,1997-01-15,G,,N,,x,,x,39.195541,-108.775024,G2,Loma,G,Colorado,G1,,x,
La Garita Reservoir Company,,x,20141655778,G,N,2014-10-27,G,,N,,x,,x,37.734407,-106.724008,G2,South Fork,G,Rio Grande,,,x,
La Jara Gardens Irrigation Company,,x,19871054387,G,N,1911-05-31,G,,N,,x,,x,,,x,,x,,x,,x,
La Junta Gardens Irrigation Company,,x,20011189122,G,N,2001-10-01,G,,N,,x,,x,38.005636,-103.561740,G2,La Junta,G,Arkansas,G1,,x,
La Plata River And Cherry Creek Ditch Company,,x,19871010875,G,N,1890-06-30,G,,N,,x,,x,,,x,,x,,x,,x,
La Vega Ditch Company,LaVegaDC,G,19871954013,G,N,1911-04-04,G,,N,,x,,x,39.689085,-105.113825,G2,Lakewood,G,Metro,G1,,x,
Lake Canal Company,,x,,x,Y,,x,,N,,x,,x,,,x,Lucerne,G,,x,,x,
Lake Canal Reservoir Company,,x,19871003984,G,N,1902-01-25,G,,N,,x,,x,38.674700,-108.039000,G2,Delta,G,Gunnison,,,x,
Lake Creek Water Users Mutual Ditch Company,,x,19981096339,G,N,1998-05-26,G,,N,,x,,x,38.309086,-105.633522,G2,Cotopaxi,G,Arkansas,G1,,x,
Lake Ditch Company,,x,19871105273,G,N,1940-05-01,G,,N,,x,,x,,,x,,x,,x,,x,
Lake Erie Reservoir Company,,x,19871105394,G,N,1940-06-17,G,,N,,x,,x,,,x,,x,,x,,x,
Lake Fork Ditch Company,,x,19871001795,G,N,1878-11-18,G,,N,,x,,x,38.908024,-107.946858,G2,Cedaredge,G,Gunnison,G1,,x,
Lake Henry Reservoir Company,,x,19871117874,G,N,1950-03-16,G,,N,,x,,x,38.218825,-103.756501,G2,Ordway,G,Arkansas,,,x,
Lake Idlewild Reservoir Company,,x,19871046820,G,N,1908-03-26,G,,N,,x,,x,,,x,,x,,x,,x,
Lake McIntosh Reservoir Company,LakeMcIntoshRC,G,20011156788,G,Y,2001-08-09,G,,N,,x,,x,40.205150,-104.973853,G2,Longmont,G,South Platte,G1,,x,
Lake Meredith Reservoir Company,,x,19871045112,G,N,1907-06-17,G,,N,,x,,x,38.218825,-103.756501,G2,Ordway,G,Arkansas,,,x,
Lakeside Lateral Ditch Company,LakesideLDC,G,19871028921,G,N,1899-07-12,G,,N,,x,,x,40.546252,-104.773335,G2,Eaton,G,South Platte,G1,,x,
Lakewood Acres Irrigation Company,LakewoodAcresIC,G,19871107662,G,N,1943-03-05,G,,N,,x,,x,39.728752,-105.103087,G2,Lakewood,G,Metro,G1,,x,
Lakewood Lateral Ditch Company,,x,19871081387,G,N,1925-04-09,G,,N,,x,,x,,,x,,x,,x,,x,
Lamar Canal And Irrigation Company,,x,19871045277,G,N,1907-07-13,G,,N,,x,,x,38.086153,-102.621874,G2,Lamar,G,Arkansas,G1,,x,
Lamar Mutual Ditch Company,,x,19871057918,G,N,1913-04-02,G,,N,,x,,x,,,x,,x,,x,,x,
Lane Ditch Company,LaneDC,G,19871052344,G,N,1910-07-07,G,2016-06-22,G,,x,,x,39.747956,-104.989046,G2,Denver,G,Metro,G1,,x,
Lariat Irrigation Company,,x,19871947550,G,N,1908-07-11,G,,N,,x,,x,,,x,,x,,x,,x,
Larimer And Weld Irrigation Company,LarimerWeldIC,G,19871001881,G,Y,1879-03-12,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,G1,http://eatonditch.com/lwi/about-us/,G,
Larimer And Weld Reservoir Company,LarimerWeldRC,G,19871011041,G,N,1890-08-25,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,,http://eatonditch.com/lwi/about-us/,G,
Larimer County Canal Number Two Irrigating Company,,x,19871001644,G,N,1878-03-06,G,,N,,x,,x,38.674700,-108.039000,G2,Delta,G,Gunnison,G1,,x,
Larkin Irrigation Company,,x,19871022377,G,N,1896-05-26,G,,N,,x,,x,39.287001,-108.229497,G2,De Beque,G,Colorado,G1,,x,
Las Animas Consolidated Canal Company,,x,,x,Y,,x,,N,,x,,x,,,x,Las Animas,G,,x,,x,
Las Animas Ditch Company,,x,19871028026,G,N,1899-03-29,G,,N,,x,,x,,,x,,x,,x,,x,
Last Chance Ditch Company,LastChanceDC,G,19871000693,G,Y,1872-04-15,G,,N,,x,,x,40.166069,-105.102917,G2,Longmont,G,South Platte,G1,,x,
Last Chance Ditch Company #2,LastChanceDCNo2,G,19871008710,G,N,1888-05-25,G,,N,,x,,x,39.732937,-105.009534,G2,Denver,G,Metro,G1,,x,
"Lateral B Shroeder Ditch Assoc, Lca",,x,20121615528,G,N,2012-11-02,G,,N,,x,,x,37.222770,-107.597560,G2,Bayfield,G,Southwest,G1,,x,
"Lateral Ditch ML47, Inc.",,x,20111426107,G,Y,2011-07-27,G,,N,,x,,x,39.091926,-108.448978,G2,Clifton,G,Colorado,G1,,x,
Layton Lateral Ditch Company,LaytonLDC,G,20091666355,G,N,2009-12-22,G,,N,,x,,x,40.248948,-103.798625,G2,Fort Morgan,G,South Platte,G1,,x,
Lee & Baugh Ditch Company,LeeBaughDC,G,20031264306,G,N,2003-08-15,G,,N,,x,,x,39.776297,-105.131106,G2,Wheat Ridge,G,Metro,G1,,x,
Lee Lateral Ditch Company,LeeLDC,G,19871085800,G,N,1927-06-02,G,,N,,x,,x,39.763319,-105.094167,G2,Wheat Ridge,G,Metro,G1,,x,
Left Hand Ditch Company,LeftHandDC,G,19871010925,G,N,1890-07-16,G,,N,,x,,x,40.016490,-105.282720,G2,Boulder,G,South Platte,G1,,x,
Legacy Ditch Association,LegacyDA,G,20121688636,G,N,2012-12-14,G,2017-03-06,G,,x,,x,40.310485,-104.752952,G2,La Salle,G,South Platte,G1,,x,
Leggett Ditch And Reservoir Company,LeggettDRC,G,19871024397,G,N,1897-04-07,G,,N,,x,,x,40.130984,-105.046625,G2,Longmont,G,South Platte,G1,,x,
Leon Lake Ditch And Reservoir Company,,x,19871030662,G,N,1900-06-07,G,,N,,x,,x,,,x,,x,,x,,x,
Leon Park Reservoir Company,,x,19871052477,G,N,1910-08-22,G,,N,,x,,x,,,x,,x,,x,,x,
Leroux Ditch And Enlargement Company,,x,19871036492,G,N,1903-03-27,G,,N,,x,,x,,,x,,x,,x,,x,
Lewelling Mccormick Ditch Company,,x,19871107667,G,N,1943-03-09,G,,N,,x,,x,,,x,,x,,x,,x,
Leyner-Cottonwood Consolidated Ditch Co.,LeynerCottonwoodConsolidatedDC,G,19871030595,G,Y,1900-05-24,G,,N,,x,,x,40.040068,-105.106931,G2,Lafayette,G,South Platte,G1,,x,
Liddle Ditch Co.,LiddleDC,G,19871273530,G,N,1974-06-07,G,,N,,x,,x,40.982593,-102.367333,G2,Ovid,G,South Platte,G1,,x,
Lilylands Canal And Reservoir Company,,x,19871042367,G,N,1906-03-08,G,,N,,x,,x,,,x,,x,,x,,x,
Lincoln Park Crooked Ditch Company,,x,,x,Y,,x,,N,,x,,x,,,x,Canon City,G,,x,,x,
Lincoln Park Pump Ditch Company,,x,19871011547,G,N,1891-01-14,G,,N,,x,,x,,,x,,x,,x,,x,
Linda Vista Irrigation Company,,x,19871114749,G,N,1948-06-14,G,,N,,x,,x,,,x,,x,,x,,x,
Little Alfalfa Ditch Company,,x,19871102404,G,N,1937-09-29,G,,N,,x,,x,,,x,,x,,x,,x,
Little Blanco Highline Ditch,,x,,x,Y,,x,,N,,x,,x,,,x,Pagosa Springs,G,,x,,x,
Little Elk Creek Ditch Company,,x,19871501666,G,N,1982-12-17,G,,N,,x,,x,39.300828,-107.009424,G2,Snowmass,G,Colorado,G1,,x,
"Little Stick Ditch Company, Inc.",,x,19991068075,G,N,1999-04-12,G,,N,,x,,x,37.195855,-108.093242,G2,Hesperus,G,Southwest,G1,,x,
Lodge Pole Lake Reservoir Co.,,x,19971041072,G,N,1997-03-17,G,,N,,x,,x,,,x,,x,,x,,x,
Loesch And Crann Ditch Company,,x,19871096063,G,Y,1913-03-06,G,,N,,x,,x,39.534702,-107.783120,G2,Rifle,G,Colorado,G1,,x,
Loloff Lateral Ditch Company,,x,19871062368,G,N,1916-03-13,G,,N,,x,,x,,,x,,x,,x,,x,
Loma Ditch & Lateral Co.,,x,,x,Y,,x,,N,,x,,x,,,x,Loma,G,,x,,x,
Loma Padra-Archuleta Ditch Company,,x,19871077330,G,N,1923-03-19,G,,N,,x,,x,,,x,,x,,x,,x,
Lone Cabin Ditch & Reservoir Company,,x,19871041424,G,N,1905-11-15,G,,N,,x,,x,38.841479,-107.570337,G2,Paonia,G,Gunnison,G1,,x,
Lone Cone Ditch And Reservoir Company,,x,19871171554,G,N,1888-10-21,G,,N,,x,,x,,,x,,x,,x,,x,
Lone Pine Ditch And Reservoir Company,,x,19871032860,G,N,1901-06-22,G,,N,,x,,x,,,x,,x,,x,,x,
Lone Rock Ditch Company,,x,19871224156,G,N,1970-11-12,G,,N,,x,,x,38.718022,-107.553491,G2,Crawford,G,Gunnison,G1,,x,
Lone Star Ditches Company,,x,19871079344,G,N,1924-04-14,G,,N,,x,,x,,,x,,x,,x,,x,
Lone Tree Ditch And Lateral Company,LoneTreeDLC,G,19871004155,G,N,1882-09-04,G,,N,,x,,x,40.455470,-104.584131,G2,Greeley,G,South Platte,G1,,x,
Lone Tree Lateral Company,,x,19871081381,G,N,1925-04-07,G,,N,,x,,x,,,x,,x,,x,,x,
Long Branch Lateral Ditch & Reservoir Company,,x,19871075350,G,N,1922-03-20,G,,N,,x,,x,,,x,,x,,x,,x,
Long Island Ditch Company,,x,19871104954,G,N,1940-01-29,G,,N,,x,,x,,,x,,x,,x,,x,
Long Lake Reservoirs Inc.,,x,19871094055,G,N,1931-08-27,G,,N,,x,,x,,,x,,x,,x,,x,
Longmont Reservoir LLC,LongmontRes,G,19981214575,G,N,1998-12-04,G,2000-02-04,G,,x,,x,39.633824,-104.916732,G2,Englewood,G,Metro,,,x,
Longmont Supply Ditch Company,LongmontSupplyDC,G,19871070430,G,Y,1919-11-04,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Los Pinos Ditch Company,,x,19871053470,G,N,1911-01-09,G,,N,,x,,x,,,x,,x,,x,,x,
Los Pinos Irrigating Ditch Company,,x,19871146559,G,N,1960-01-21,G,,N,,x,,x,,,x,,x,,x,,x,
Los Rincones Ditch Company,,x,19871005468,G,N,1883-02-21,G,,N,,x,,x,,,x,,x,,x,,x,
Los Sauces Ditch Company,,x,19871076986,G,N,1923-02-01,G,,N,,x,,x,37.254322,-105.751927,G2,Sanford,G,Rio Grande,G1,,x,
Louden Extension Canal And Reservoir Company,LoudenExtensionCRC,G,19871073767,G,N,1921-04-26,G,,N,,x,,x,40.421434,-105.074088,G2,Loveland,G,South Platte,,,x,
Louden Irrigating Canal & Reservoir Company,LoudenICRC,G,19871051568,G,Y,1878-01-28,G,,N,,x,,x,40.421434,-105.074088,G2,Loveland,G,South Platte,G1,,x,
Loup Reservoir Company,,x,19871038347,G,N,1904-03-15,G,,N,,x,,x,,,x,,x,,x,,x,
Loveland Drain And Ditch Company,,x,19871074478,G,N,1921-10-11,G,,N,,x,,x,,,x,,x,,x,,x,
Loveland Lake and Ditch Company,LovelandLakeDC,G,19871027502,G,N,1898-12-19,G,,N,,x,,x,40.308559,-105.065943,G2,Berthoud,G,South Platte,G1,,x,
Low Line Ditch Company,,x,19871006511,G,Y,1884-08-14,G,,N,,x,,x,,,x,,x,,x,,x,
Lower Arkansas Valley Super Ditch Company,,x,20081251550,G,N,2008-05-07,G,,N,,x,,x,38.055464,-103.720770,G2,Rocky Ford,G,Arkansas,G1,,x,
Lower Arkansas Valley Super Ditch Pilot Program,,x,20121163375,G,N,2012-03-19,G,,N,,x,,x,38.055464,-103.720770,G2,Rocky Ford,G,Arkansas,G1,,x,
Lower Beaver Creek Ditch Company,,x,19871060987,G,N,1915-04-24,G,,N,,x,,x,,,x,,x,,x,,x,
Lower Boulder Extension Reservoir Company,,x,19871012775,G,N,1891-12-21,G,,N,,x,,x,,,x,,x,,x,,x,
Lower Clear Creek Ditch Company,LowerClearCrkDC,G,19871000657,G,Y,1871-12-23,G,,N,,x,,x,39.922276,-104.958477,G2,Eastlake,G,Metro,G1,,x,
Lower Kelso Ditch Co.,,x,19871261664,G,N,1973-08-24,G,,N,,x,,x,39.413497,-107.189887,G2,Carbondale,G,Colorado,G1,,x,
Lower Latham Ditch Company,LowerLathamDC,G,19871000624,G,N,1871-08-19,G,,N,,x,,x,40.409410,-104.811654,G2,Greeley,G,South Platte,G1,,x,
Lower Latham Extension Ditch Company,LowerLathamExtensionDC,G,19871009130,G,N,1888-12-20,G,,N,,x,,x,40.400420,-104.732135,G2,Greeley,G,South Platte,G1,,x,
Lower Latham Reservoir Company,LowerLathamRC,G,19871027097,G,N,1898-08-22,G,,N,,x,,x,40.409410,-104.811654,G2,Greeley,G,South Platte,,,x,
Lower Oligarchy Ditch Company,LowerOligarchyDC,G,19871013590,G,N,1892-04-29,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Lower Wilson Ditch Association LLC,,x,20141596325,G,N,2014-09-29,G,,N,,x,,x,37.312260,-108.644598,G2,Cortez,G,Southwest,G1,,x,
Lowland Overflow Ditch Company,,x,19871054973,G,N,1911-09-26,G,,N,,x,,x,,,x,,x,,x,,x,
Lucas Lateral Ditch Company,LucasLDC,G,19871056157,G,N,1912-04-12,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,G1,,x,
Lucero Ditch Company,,x,19871138700,G,N,1958-03-13,G,,N,,x,,x,,,x,,x,,x,,x,
Luchini Lateral Ditch Users Association,,x,20041384036,G,N,2004-11-01,G,,N,,x,,x,37.014033,-107.456075,G2,Arboles,G,Southwest,G1,,x,
Lupton Bottom Ditch Company,LuptonBottomDC,G,19871017126,G,Y,1894-05-26,G,,N,,x,,x,40.160888,-104.845623,G2,Fort Lupton,G,South Platte,G1,,x,
Lupton Meadows Ditch Company,LuptonMeadowsDC,G,19871061968,G,N,1916-01-06,G,,N,,x,,x,40.160888,-104.845623,G2,Fort Lupton,G,South Platte,G1,,x,
Lyons Ditch Company,LyonsDC,G,19871121197,G,Y,1952-01-18,G,,N,,x,,x,40.228748,-105.273597,G2,Lyons,G,South Platte,G1,,x,
Manassa Ditch Company,,x,19871005466,G,N,1883-02-21,G,,N,,x,,x,,,x,,x,,x,,x,
Manassa Land And Irrigation Company,,x,19871036202,G,N,1903-02-14,G,,N,,x,,x,,,x,,x,,x,,x,
Mancos Valley Beaver Ditch Company,,x,20031218822,G,N,2003-07-08,G,,N,,x,,x,37.344996,-108.289249,G2,Mancos,G,Southwest,G1,,x,
Mandalay Irrigation Company,MandalayIC,G,19871077033,G,N,1923-02-07,G,2013-03-06,G,,x,,x,40.017649,-105.264001,G2,Boulder,G,South Platte,G1,,x,
Manhart Ditch Company,,x,19871087783,G,Y,1928-05-01,G,,N,,x,,x,,,x,,x,,x,,x,
Manvel Canal And Irrigation Company,,x,19871056000,G,N,1912-03-18,G,2002-08-01,G,,x,,x,38.087108,-102.420093,G2,Lamar,G,Arkansas,G1,,x,
Marcot Park Ditch And Reservoir Company,,x,19871039744,G,N,1905-01-03,G,,N,,x,,x,,,x,,x,,x,,x,
Marshallville Ditch Co.,MarshallvilleDC,G,19871103264,G,Y,1938-06-08,G,,N,,x,,x,39.977763,-105.131930,G2,Louisville,G,South Platte,G1,,x,
"Martin Lateral Ditch Company, Inc.",,x,19871709688,G,N,1987-02-06,G,,N,,x,,x,37.185784,-107.643313,G2,Ignacio,G,Southwest,G1,,x,
Martinez Ditch Company,,x,19871077315,G,N,1923-03-16,G,,N,,x,,x,,,x,,x,,x,,x,
Masonville Union Ditch And Reservoir Company,MasonvilleUnionDRC,G,19871056894,G,N,1912-09-21,G,,N,,x,,x,40.466713,-105.204650,G2,Loveland,G,South Platte,G1,,x,
"Matthews Farms Estates Irrigation Water Company, LLC",MatthewsFarmsEstatesIWC,G,20061176082,G,N,2006-04-27,G,,N,,x,,x,40.131397,-105.117959,G2,Longmont,G,South Platte,G1,,x,
Maybell Mutual Ditch Company,,x,19871075316,G,N,1922-03-13,G,,N,,x,,x,,,x,,x,,x,,x,
Mc Broom Ditch Company,McBroomDC,G,19871080432,G,N,1924-11-08,G,,N,,x,,x,39.654701,-104.999158,G2,Englewood,G,Metro,G1,,x,
Mc Intyre Lateral Ditch Company,McIntyreLDC,G,19871967376,G,N,1918-05-06,G,,N,,x,,x,40.305929,-105.075789,G2,Berthoud,G,South Platte,G1,,x,
Mc Mahon No. 2 Reservoir Company,,x,19871116114,G,N,1949-03-23,G,,N,,x,,x,39.207386,-106.932211,G2,Snowmass Village,G,Colorado,,,x,
McCanne Ditch And Reservoir Company,McCanneDRC,G,19871017854,G,N,1894-12-22,G,,N,,x,,x,39.800726,-104.969202,G2,Denver,G,Metro,G1,,x,
McClellan Reservoir Company,,x,19871076092,G,N,1922-08-08,G,,N,,x,,x,,,x,,x,,x,,x,
McDonald Ditch Company,,x,19871074855,G,N,1921-12-30,G,,N,,x,,x,,,x,,x,,x,,x,
McDonald Ditch Irrigation Company,,x,19871104615,G,N,1939-10-03,G,,N,,x,,x,38.374509,-107.803937,G2,Montrose,G,Gunnison,G1,,x,
McGinn Ditch Company,McGinnDC,G,19871000557,G,Y,1871-03-03,G,,N,,x,,x,40.000851,-105.183986,G2,Boulder,G,South Platte,G1,,x,
McKay Lateral Ditch Company,McKayLDC,G,19871088319,G,N,1928-08-06,G,,N,,x,,x,39.685592,-104.971324,G2,Denver,G,Metro,G1,,x,
Mckenzie-Wildcat Ditch Company,,x,19911016111,G,N,1991-03-13,G,,N,,x,,x,39.278949,-106.957765,G2,Snowmass,G,Colorado,G1,,x,
Meadow Ditch Company,MeadowDC,G,19921087253,G,N,1992-09-04,G,,N,,x,,x,40.215604,-105.272188,G2,Lyons,G,South Platte,G1,,x,
Meadow Glen Ditch LLC,,x,20151584683,G,N,2015-09-09,G,,N,,x,,x,37.705684,-106.441427,G2,Del Norte,G,Rio Grande,G1,,x,
Meadow Island Ditch Company No. 2,MeadowIslandNo2DC,G,19871036320,G,N,1903-03-02,G,,N,,x,,x,40.203465,-104.846538,G2,Platteville,G,South Platte,G1,,x,
Meadow Island Irrigation Company,,x,19871032896,G,N,1901-06-28,G,,N,,x,,x,,,x,,x,,x,,x,
Meadowview Mutual Reservoir Company,MeadowviewMutualRC,G,19991134324,G,N,1999-07-16,G,,N,,x,,x,39.673809,-105.081958,G2,Denver,G,Metro,,,x,
Mecitas Ditch Company,,x,19871077977,G,N,1923-07-17,G,,N,,x,,x,,,x,,x,,x,,x,
Merritt Ditch Company,MerrittDC,G,19871070045,G,N,1919-08-28,G,,N,,x,,x,39.749381,-105.109263,G2,Lakewood,G,Metro,G1,,x,
Mesa Creek Ditch Co 2,,x,20121212194,G,N,2012-04-12,G,,N,,x,,x,39.169855,-108.126926,G2,Mesa,G,Colorado,G1,,x,
Mesa Creek Reservoir And Canal Company,,x,19871011561,G,N,1891-01-21,G,,N,,x,,x,39.166164,-108.138915,G2,Mesa,G,Colorado,,,x,
Mesa Ditch Company,,x,19871488800,G,N,1982-08-23,G,,N,,x,,x,37.308768,-106.988188,G2,Pagosa Springs,G,Southwest,G1,,x,
Mesa Mckenna Mutual Ditch Company,,x,19951036036,G,N,1995-03-20,G,,N,,x,,x,38.825156,-106.146395,G2,Buena Vista,G,Arkansas,G1,,x,
Meses Y Company Ditch Association,,x,20081251556,G,N,2008-05-07,G,,N,,x,,x,38.222291,-104.548338,G2,Pueblo,G,Arkansas,G1,,x,
Midland Ditch Company,,x,19871000104,G,N,1887-07-18,G,,N,,x,,x,,,x,,x,,x,,x,
Military Park Reservoir Company,,x,19871010464,G,N,1905-04-29,G,,N,,x,,x,38.900829,-107.933949,G2,Cedaredge,G,Gunnison,,,x,
Miller Creek Ditch Company,,x,19871156903,G,N,1961-10-31,G,,N,,x,,x,40.037953,-107.914059,G2,Meeker,G,Yampa,G1,,x,
Miller Ditch Company,,x,19871016775,G,N,1908-03-20,G,,N,,x,,x,,,x,,x,,x,,x,
Minnesota Canal & Reservoir Company,,x,19871036698,G,Y,1903-05-01,G,,N,,x,,x,38.858000,-107.591000,G2,Paonia,G,Gunnison,,,x,
Missouri Heights - Mountain Meadows Irrigation Company,,x,19991085572,G,N,1999-05-05,G,,N,,x,,x,39.190774,-106.818524,G2,Aspen,G,Colorado,G1,,x,
Missouri Park Ditch Company,,x,,x,Y,,x,,N,,x,,x,,,x,Poncha Springs,G,,x,,x,
Mitchell-Cooper Ditch And Pipeline Company,,x,19871125858,G,N,1954-05-21,G,,N,,x,,x,39.544608,-107.324530,G2,Glenwood Springs,G,Colorado,G1,,x,
Model Land & Irrigation Company,,x,19871047243,G,N,1908-05-25,G,,N,,x,,x,37.185868,-104.481166,G2,Trinidad,G,Arkansas,G1,,x,
Model Land & Irrigation Company,,x,19921056098,G,N,1992-06-03,G,2000-07-17,G,,x,,x,37.372237,-104.244974,G2,Model,G,Arkansas,G1,,x,
Mogote Northeastern Consolidated Ditch Company,,x,19871051843,G,N,1910-04-22,G,,N,,x,,x,,,x,,x,,x,,x,
Monarch Ditch Company,,x,20011214201,G,N,2001-11-07,G,,N,,x,,x,39.456667,-107.085906,G2,Carbondale,G,Colorado,G1,,x,
Monitor Ditch Company,,x,19111054652,G,N,1911-07-24,G,,N,,x,,x,38.798078,-107.725133,G3,Hotchkiss,G,Gunnison,G1,,x,
"Montez Ditch Acequia, Inc.",,x,20151288715,G,N,2015-04-27,G,,N,,x,,x,37.200848,-105.423901,G2,San Luis,G,Rio Grande,G1,,x,
Montezuma Valley Irrigation Company,,x,19871072724,G,N,1920-10-18,G,,N,,x,,x,37.377152,-108.608437,G2,Cortez,G,Southwest,G1,,x,
Montgomery Lateral Ditch Company,MontgomeryLDC,G,20061159272,G,N,2006-04-13,G,,N,,x,,x,40.526291,-104.712969,G2,Eaton,G,South Platte,G1,,x,
